index_100	brand	model	website_link	ingredient_list	has_soy	has_palm_oil	total_arsenic	inorganic_arsenic	lead	cadmium	mercury	aluminum	potassium	bisphenol_a	bisphenol_f	bisphenol_s	acrylamide	report_year
156	Neocate	Syneo Hypoallergenic	https://www.neocate.com/shop/hypoallergenic-formula-and-products/syneo-infant	CORN SYRUP SOLIDS, REFINED VEGETABLE OILS (MEDIUM CHAIN TRIGLYCERIDES [PALM KERNEL AND/OR COCONUT OIL], HIGH OLEIC SUNFLOWER, SUNFLOWER, AND CANOLA OILS), FRUCTOOLIGOSACCHARIDES (OLIGOFRUCTOSE, INULIN), AND LESS THAN 2% OF EACH OF THE FOLLOWING: CALCIUM PHOSPHATE DIBASIC, DIPOTASSIUM PHOSPHATE, TRICALCIUM PHOSPHATE, CALCIUM CARBONATE, CALCIUM GLYCEROPHOSPHATE, L-ARGININE-L-ASPARTATE, L-LEUCINE, TRIPOTASSIUM CITRATE, L-LYSINE ACETATE, L-GLUTAMINE, L-PROLINE, CITRIC ACID ESTERS OF MONO- AND DIGLYCERIDES, L-VALINE, GLYCINE, L-ISOLEUCINE, L-THREONINE, L-PHENYLALANINE, L-TYROSINE, L-SERINE, L-HISTIDINE, L-ALANINE, SODIUM CHLORIDE, L-CYSTINE, MAGNESIUM CHLORIDE, L-TRYPTOPHAN, CHOLINE BITARTRATE, L-METHIONINE, TRICALCIUM CITRATE, MAGNESIUM L-ASPARTATE, M. ALPINA OIL,† SCHIZOCHYTRIUM SP. OIL,‡ M-INOSITOL, L-ASCORBIC ACID, TAURINE, FERROUS SULFATE, ZINC SULFATE, L-CARNITINE, NIACINAMIDE, CALCIUM D-PANTOTHENATE, DL-ALPHA TOCOPHERYL ACETATE, BIFIDOBACTERIUM BREVE M-16V, ASCORBYL PALMITATE, MANGANESE SULFATE, THIAMINE HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, CUPRIC SULFATE, RIBOFLAVIN, VITAMIN A ACETATE, DL-ALPHA TOCOPHEROL, POTASSIUM IODIDE, FOLIC ACID, MIXED TOCOPHEROLS, CHROMIUM CHLORIDE, PHYLLOQUINONE, SODIUM SELENITE, SODIUM MOLYBDATE, D-BIOTIN, VITAMIN D3, CYANOCOBALAMIN, NUCLEOTIDES (DISODIUM URIDINE 5’-MONOPHOSPHATE, CYTIDINE 5’-MONOPHOSPHATE, DISODIUM INOSINE 5’-MONOPHOSPHATE, ADENOSINE 5’-MONOPHOSPHATE, DISODIUM GUANOSINE 5’-MONOPHOSPHATE ) 			3.3	NT	3.1	1.4	0.3	328	5253333	ND	ND	ND	ND	2026
157	Nestle	Alfamino	https://www.nestlemedicalhub.com/products/alfamino-infant	Corn Syrup Solids, Medium Chain Triglycerides, Vegetable Oils (Soybean, High Oleic Sunflower, and High 2-Palmitic Vegetable Oil), Potato Starch, L-Arginine L-Aspartate, and less than 2% of: L-Lysine Acetate, Calcium Glycerophosphate, L-Leucine, Citric Acid Esters Of Mono-And Diglycerides, Calcium Citrate, L-Proline, L-Valine, L-Glutamine, Glycine, L-Isoleucine, Potassium Chloride, L-Threonine, L-Serine, L-Tyrosine, L-Phenylalanine, Sodium Phosphate, L-Histidine, L-Alanine, L-Cystine, Potassium Citrate, L-Tryptophan, Magnesium L-Aspartate, Choline Bitartrate, L-Methionine, M. Alpina Oil, Schizochytrium Oil, Maltodextrin, Sodium Citrate, Inositol, Sodium Ascorbate, Citric Acid, Sodium Chloride, Ferrous Sulfate, Taurine, Magnesium Oxide, Zinc Sulfate, Magnesium Chloride, DL-Alpha Tocopheryl Acetate, L-Carnitine, Mixed Tocopherols, Niacinamide, Ascorbyl Palmitate, Calcium Pantothenate, Copper Sulfate, Riboflavin, Vitamin A Acetate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Potassium Iodide, Folic Acid, Vitamin K1, Manganese Sulfate, Sodium Selenate, Biotin, Vitamin D3, Vitamin B12			6.5	5.2	8.8	2.3	ND	763	6130000	ND	ND	ND	ND	2026
158	Nestle	Extensive HA	https://www.nestlemedicalhub.com/products/extensive-ha	Corn Maltodextrin, Enzymatically Hydrolyzed Whey Protein Isolate (from Milk), Medium-Chain Triglycerides, Vegetable Oils (Soy, High Oleic Sunflower, and High 2-Palmitic Vegetable Oil), Potato Starch, Calcium Glycerophosphate, and less than 2% of: Citric Acid Esters of Mono- and Diglycerides, Calcium Hydroxide, Potassium Hydroxide, Choline Bitartrate, Potassium Chloride, Potassium Phosphate, Sodium Chloride, Sodium Ascorbate, Magnesium Chloride, M. Alpina Oil, Schizochytrium Oil, Inositol, Calcium Chloride, Taurine, Nucleotides (Cytidine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate, Adenosine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate), Ferrous Sulfate, Alpha-Tocopheryl Acetate, Zinc Sulfate, L-Carnitine, Mixed Tocopherols, Niacinamide, Calcium Pantothenate, Ascorbyl Palmitate, Copper Sulfate, Riboflavin, Pyridoxine Hydrochloride, Vitamin A Acetate, Thiamine Mononitrate, Citric Acid, Manganese Sulfate, Potassium Iodide, Folic Acid, Phylloquinone, Sodium Selenate, Biotin, Vitamin D3, Vitamin B12, B. Lactis Cultures			4.6	3.3	4.1	ND	ND	321	7073333	ND	ND	ND	ND	2026
159	Nutricia Fortini	"Milk-Based with Iron Ready
to Feed"	https://www.fortini.com/shop/fortini-infant/fortini	Water, Nonfat Milk, Maltodextrin, Refined Vegetable Oils (Canola, Modified Coconut, High Oleic Sunflower, Sunflower, and Corn Oils), Lactose, and less than 2% of each of the following: Galacto-oligosaccharides (GOS), Whey Protein, Medium Chain Triglycerides (Palm Kernel and/or Coconut Oil), Anhydrous Milk Fat, Citric Acid Esters of Mono- and Diglycerides (CITREM), Calcium Citrate, Fructooligosaccharides (FOS), Potassium Citrate, Calcium Phosphate, Sodium Chloride, Citric Acid, C. cohnii Oil*, Inositol, M. alpina Oil**, Sodium L-Ascorbate, Choline Chloride, Magnesium Carbonate, Calcium Hydroxide, Potassium Hydroxide, Ferrous Lactate, Taurine, Dipotassium Hydrogen Phosphate, Nucleotides (Cytidine 5’-Monophosphate, Adenosine 5’-Monophosphate, Disodium Uridine 5’-Monophosphate, Disodium Inosine 5’-Monophosphate, Disodium Guanosine 5’-Monophosphate), DL-Alpha Tocopheryl Acetate, L-Carnitine, Zinc Sulfate, Calcium D-Pantothenate, Niacin, Soy Lecithin, Copper Gluconate, Thiamine Hydrochloride, Potassium Iodide, Riboflavin, Pyridoxine Hydrochloride, Vitamin A Acetate, Manganese Sulfate, Folic Acid, Phylloquinone, D-Biotin, Sodium Selenite, Cholecalciferol, Cyanocobalamin.			0.8	0.8	ND	ND	0.36	36	1025333	ND	ND	ND	ND	2026
160	Parent’s Choice	Advantage Premium	https://www.walmart.com/ip/Parent-s-Choice-Advantage-Premium-Powder-Baby-Formula-Non-GMO-with-Iron-36-oz-Canister/947890369	 Nonfat Milk, Lactose, High Oleic (Safflower or Sunflower) Oil, Soy Oil, Whey Protein Concentrate, Coconut Oil, Less Than 1%: Schizochytrium Sp Oil**, Mortierella Alpina Oil*, 2’-Fucosyllactose (2’-FL)◊, Lacto-N-Neotetraose (LNnT)◊, Beta-Carotene, Lutein, Potassium Bicarbonate, Calcium Carbonate, Ascorbic Acid, Soy Lecithin, Monoglycerides, Calcium Chloride, Calcium Hydroxide, Magnesium Chloride, Ferrous Sulfate, Choline Bitartrate, Ascorbyl Palmitate, Sodium Citrate, Taurine, Inositol, Zinc Sulfate, Mixed Tocopherol Concentrate, Vitamin E (dl-Alpha Tocopheryl Acetate), Niacinamide, Calcium Pantothenate, L-Carnitine, Vitamin A Palmitate, Cupric Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Vitamin K1 (Phytonadione), Biotin, Sodium Selenite, Vitamin D3, Cyanocobalamin, Potassium Phosphate, Potassium Iodide, Potassium Hydroxide, Nucleotides (Adenosine-5’-Monophosphate, Cytidine-5’-Monophosphate, Disodium Guanosine-5’-Monophosphate, Disodium Uridine-5’-Monophosphate). Contains Milk and Soy. ◊ Sources of Prebiotic *A Source of Arachidonic Acid (ARA) **A Source of Docosahexaenoic Acid (DHA).			ND	NT	ND	ND	ND	231	7130000	ND	ND	ND	ND	2025
161	Parent’s Choice	Infant	https://www.walmart.com/ip/Parent-s-Choice-Infant-Baby-Formula-Powder-with-Iron-22-2-oz/43832654	Nonfat Milk, Lactose, Vegetable Oils (Palm Olein, Coconut, Soy, High Oleic [Safflower Or Sunflower] Oil), Whey Protein Concentrate, Galactooligosaccharides*, Less Than 1%: Mortierella Alpina Oil**, Crypthecodinium Cohnii Oil***, Fructooligosaccharides*, Soy Lecithin, Vitamin A Palmitate, Vitamin D3, Vitamin E Acetate, Vitamin K1, Thiamine Hydrochloride, Riboflavin, Vitamin B6 Hydrochloride, Vitamin B12, Niacinamide, Folic Acid, Calcium Pantothenate, Biotin, Ascorbic Acid, Choline Bitartrate, Inositol, Calcium Carbonate, Calcium Chloride, Calcium Hydroxide, Magnesium Chloride, Ferrous Sulfate, Zinc Sulfate, Manganese Sulfate, Cupric Sulfate, Potassium Bicarbonate, Potassium Iodide, Potassium Hydroxide, Potassium Phosphate, Sodium Selenite, Sodium Citrate, Taurine, L-Carnitine, Beta-Carotene, Mixed Tocopherol Concentrate, Ascorbyl Palmitate, Monoglycerides, Nucleotides (Adenosine-5'-Monophosphate, Cytidine-5'-Monophosphate, Disodium Guanosine-5'-Monophosphate, Disodium Uridine-5'-Monophosphate). Contains Milk And Soy Ingredients. *A TYPE OF PREBIOTIC **A SOURCE OF ARACHIDONIC ACID (ARA) ***A SOURCE OF DOCOSAHEXAENOIC ACID (DHA)			ND	NT	2.4	3.8	ND	171	6550000	ND	ND	ND	ND	2025
162	Parent’s Choice	Sensitivity Premium	https://www.walmart.com/ip/Parent-s-Choice-Sensitivity-Premium-Powder-Baby-Formula-with-Iron-22-5-oz-Tub/730014869	Corn Syrup, Milk Protein Isolate, High Oleic (Safflower or Sunflower) Oil, Sucrose, Soy Oil, Coconut Oil, Less Than 2%: Mortierella Alpina Oil*, Schizochytrium Sp. Oil**, 2-Fucosyllactose (2-FL)***, Lacto-N-Neotetraose (LNnT)***, Lutein, Calcium Phosphate, Potassium Citrate, Potassium Chloride, Sodium Citrate, Magnesium Phosphate, Ascorbic Acid, Calcium Carbonate, Ferrous Sulfate, Magnesium Chloride, Ascorbyl Palmitate, Choline Bitartrate, Taurine, Inositol, Vitamin E (dl-Alpha Tocopheryl Acetate), Zinc Sulfate, Mixed Tocopherol Concentrate, L-Carnitine, Niacin (Niacinamide), Calcium Pantothenate, Vitamin A Palmitate, Cupric Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Beta-Carotene, Folic Acid, Manganese Sulfate, Potassium Iodide, Vitamin K (Phytonadione), Biotin, Sodium Selenite, Vitamin D (Cholecalciferol), Cyanocobalamin, Potassium Hydroxide, Potassium Bicarbonate, Sodium Chloride, Sodium Phosphate, Monoglycerides, Soy Lecithin, Nucleotides (Adenosine-5-Monophosphate, Cytidine-5-Monophosphate, Disodium Guanosine-5-Monophosphate, Disodium Uridine-5-Monophosphate). Contains Milk and Soy. *A Source of Arachidonic Acid (ARA) **A Source of Docosahexaenoic Acid (DHA) ***Sources of Prebiotic			5.1	3.59	1.6	ND	0.64	2000	5863333	ND	ND	ND	ND	2026
163	Pepticate	Hypoallergenic	https://www.neocate.com/shop/hypoallergenic-formula-and-products/pepticate	 Maltodextrin,Whey Protein Hydrolysate (Milk),Refined Vegetable Oils (Palm, Coconut, Canola, and Sunflower Oils), Galacto-oligosaccharides (Milk), and less than 2% of each of the following: Calcium Phosphate,Citric Acid Esters of Mono- and Diglycerides,Fructooligosaccharides,Tuna Fish Oil,Potassium Chloride,Magnesium Hydrogen Phosphate,M. Alpina Oil,Sodium Chloride,Choline Chloride,L-Tyrosine,L-Ascorbic Acid,Inositol,Taurine,Sodium L-Ascorbate,Ferrous Sulfate,Zinc Sulfate,L-Carnitine,Sodium Citrate,DL-Alpha Tocopheryl Acetate,Calcium D-Pantothenate,Niacinamide,Copper Sulfate,DL-Alpha Tocopherol,Vitamin A Palmitate,Riboflavin,Thiamine Hydrochloride,Pyridoxine Hydrochloride,Potassium Iodide,Folic Acid,Manganese Sulfate,Sodium Selenite,Phylloquinone,D-Biotin,Vitamin D3,Cyanocobalamin,Ascorbyl Palmitate,Calcium Hydroxide,Potassium Hydroxide,Nucleotides (Disodium Uridine 5'-Monophosphate,Cytidine 5'-Monophosphate,Disodium Inosine 5'-Monophosphate,Adenosine 5'-Monophosphate,Disodium Guanosine 5'-Monophosphate)			8.6	7	3.1	1.5	0.9	282	5220000	ND	ND	ND	ND	2026
164	PurAmino	Hypoallergenic	https://hcp.meadjohnson.com/products/puramino	 Corn syrup solids (46%), amino acids (potassium aspartate, L-leucine, L-lysine hydrochloride, L-proline, L-alanine, L-valine, L-isoleucine, L-serine, L-threonine, L-glutamine, L-tyrosine, L-aspartic acid, L-arginine, L-phenylalanine, L-histidine, L-cystine, glycine, L-tryptophan, L-methionine) (18%), high oleic sunflower oil (9%), medium chain triglycerides (MCT) oil (9%), soy oil (8%), modified tapioca starch (4%), and less than 2%: Mortierella alpina oil,|| Schizochytrium sp. oil,¶ choline chloride, inositol, ascorbic acid, niacinamide, calcium pantothenate, riboflavin, thiamin hydrochloride, vitamin B6 hydrochloride, vitamin D3, folic acid, vitamin K1, biotin, taurine, vitamin E acetate, L-carnitine, vitamin A palmitate, vitamin B12, calcium phosphate, potassium citrate, sodium citrate, magnesium phosphate, ferrous sulfate, zinc sulfate, cupric sulfate, manganese sulfate, sodium chloride, sodium iodide, sodium selenite.			11.5	9.1	2.3	ND	ND	439	6645000	ND	ND	ND	ND	2025
165	"Pure Bliss by
Similac"	Irish Farms	https://www.abbottnutrition.com/our-products/pure-bliss-by-similac	Nonfat Milk, Lactose, High Oleic Sunflower Oil, Whey Protein Concentrate, Soy Oil, Coconut Oil, Galactooligosaccharides*. Less than 2% of: Schizochytrium Sp. Oil†, M. Alpina Oil‡, Beta-Carotene, Lutein, Potassium Citrate, Calcium Carbonate, Ascorbic Acid, Soy Lecithin, Potassium Chloride, Magnesium Chloride, Ferrous Sulfate, Choline Bitartrate, Choline Chloride, Ascorbyl Palmitate, Salt, Taurine, Inositol, Zinc Sulfate, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Calcium Phosphate, Potassium Hydroxide, Potassium Iodide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).			3.5	NT	2	ND	0.7	587	6396667	ND	ND	ND	ND	2026
166	Pure Goat	Bio Complete	https://puregoatcompany.com/en/collections/all-products/products/goat-milk-first-infant-formula-1-organic?variant=52434784223568	Goat milk* 1 (milk), lactose* (milk), whole goat milk powder* (milk), vegetable oils* (sunflower, rapeseed), galacto-oligosaccharide syrup* (GOS) (milk), oil from microalgae Schizochytrium sp., oil from Mortierella alpina, choline bitartrate, minerals (calcium carbonate, sodium citrate, potassium citrate, calcium salts of orthophosphoric acid, ferrous sulphate, zinc sulphate, magnesium carbonate, copper sulphate, manganese sulphate, sodium selenite, potassium iodide), vitamins (sodium-L-ascorbate, L-ascorbyl 6-palmitate, calcium D-pantothenate, nicotinamide, DL-α tocopheryl acetate, retinyl acetate, thiamin hydrochloride, pyridoxine hydrochloride, folic acid, phytomenadione, D-biotin, cholecalciferol, cyanocobalamin), L-tyrosine, L-cysteine, L-tryptophan. (allergens are shown in bold)			ND	NT	2.1	2.5	ND	339	6790000	ND	ND	ND	ND	2026
167	Similac	360 Total Care	https://www.similac.com/products/baby-formula/360-total-care-powder/30-8oz-6pack.html	Nonfat Milk, Lactose, High Oleic Safflower Oil, Whey Protein Concentrate, Soy Oil, Coconut Oil, Human Milk Oligosaccharides (2'-Fucosyllactose, Lacto-N-Tetraose, 3-Fucosyllactose, 6'-Sialyllactose, 3'-Sialyllactose)*. Less than 2% of: Schizochytrium Sp. Oil†, M. Alpina Oil‡, Beta-Carotene, Lutein, Potassium Citrate, Calcium Carbonate, Ascorbic Acid, Soy Lecithin, Potassium Chloride, Magnesium Chloride, Ferrous Sulfate, Choline Bitartrate, Choline Chloride, Ascorbyl Palmitate, Salt, Taurine, Inositol, Zinc Sulfate, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Calcium Phosphate, Potassium Phosphate, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).			3.2	NT	2.8	1.4	ND	653	7340000	ND	ND	ND	ND	2025
168	Similac	"360 Total Care
Sensitive"	https://www.similac.com/products/baby-formula/360-total-care-sensitive-powder/30-2-oz-can-pack-of-6.html	Corn Syrup, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil, Human Milk Oligosaccharides (2'-Fucosyllactose, Lacto-N-Tetraose, 3-Fucosyllactose, 6'-Sialyllactose, 3'-Sialyllactose)*. Less than 2% of: Schizochytrium Sp. Oil†, M. Alpina Oil‡, Beta-Carotene, Lutein, Potassium Chloride, Sodium Citrate, Calcium Phosphate, Potassium Citrate, Soy Lecithin, Inositol, Magnesium Phosphate, Ascorbic Acid, Choline Chloride, Ascorbyl Palmitate, Ferrous Sulfate, Choline Bitartrate, Taurine, Calcium Carbonate, Zinc Sulfate, Magnesium Chloride, Mixed Tocopherols, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).			4.7	NT	2.8	2.2	ND	1163	6646667	ND	ND	ND	ND	2025
169	Similac	"360 Total Care Ready to
Feed"	https://www.similac.com/products/baby-formula/360-total-care-ready-to-feed/32-fl-oz-bottle-pack-of-6.html	Water, Nonfat Milk, Lactose, High Oleic Safflower Oil, Soy Oil, Coconut Oil, Whey Protein Concentrate. Less than 0.5% of: Human Milk Oligosaccharides (2'-Fucosyllactose, Lacto-N-Tetraose, 3-Fucosyllactose, 6'-Sialyllactose, 3'-Sialyllactose)*, Schizochytrium Sp. Oil†, M. Alpina Oil‡, Beta-Carotene, Lutein, Ascorbic Acid, Calcium Carbonate, Potassium Citrate, Soy Lecithin, Monoglycerides, Potassium Chloride, Carrageenan, Magnesium Chloride, Ferrous Sulfate, Choline Bitartrate, Choline Chloride, Taurine, Calcium Phosphate, Potassium Phosphate, Inositol, Zinc Sulfate, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, L-Carnitine, Riboflavin, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Salt, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).			ND	NT	0.4	ND	ND	62	797000	ND	ND	ND	ND	2026
170	Similac	"360 Total Care Sensitive
Ready to Feed"	https://www.similac.com/products/baby-formula/360-total-care-sensitive-ready-to-feed/8fl-oz-24pack.html	Water, Maltodextrin, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 0.5% of: Human Milk Oligosaccharides (2'-Fucosyllactose, Lacto-N-Tetraose, 3-Fucosyllactose, 6'-Sialyllactose, 3'-Sialyllactose)*, Schizochytrium Sp. Oil†, M. Alpina Oil‡, Beta-Carotene, Lutein, Calcium Phosphate, Potassium Citrate, Carrageenan, Potassium Chloride, Ascorbic Acid, Monoglycerides, Soy Lecithin, Magnesium Chloride, Inositol, Magnesium Phosphate, Choline Chloride, Calcium Carbonate, Ferrous Sulfate, Choline Bitartrate, Taurine, Zinc Sulfate, L-Carnitine, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Sodium Citrate, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).			0.9	0.9	ND	ND	ND	148	991333	ND	ND	ND	ND	2026
171	Similac	Advance	https://www.similac.com/products/baby-formula/advance-powder/12-4oz-can-6ct.html	Nonfat Milk, Lactose, High Oleic Safflower Oil, Whey Protein Concentrate, Soy Oil, Coconut Oil, Galactooligosaccharides*. Less than 2% of: Schizochytrium Sp. Oil†, M. Alpina Oil‡, Beta-Carotene, Lutein, Potassium Citrate, Calcium Carbonate, Ascorbic Acid, Soy Lecithin, Potassium Chloride, Magnesium Chloride, Ferrous Sulfate, Choline Bitartrate, Choline Chloride, Ascorbyl Palmitate, Salt, Taurine, Inositol, Zinc Sulfate, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Calcium Phosphate, Potassium Phosphate, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).			ND	NT	2	ND	ND	414	7040000	ND	ND	ND	ND	2025
